File name,pragraph,number of words
paragraph_211.txt,أما الاتجاه الآخر في التخصص في منطقة الزراعة المختلطة فيتمثل في نمو الزراعة التسويقية كما كان الحال فى منطقة البحرالأبيض المتوسط في النظام الزراعي المختلط المتنوع كانت حديقة الخضروات والبستان تكونان ملحقات مهمة للمحاصيل الحقلية ومنهما حدث التخصص فى انتاج فواكه وخضروات المناطق المعتدلة ، وحينها ظهرت أسواق حضرية كبيرة اكتسبت حديقة الخضروات الصغيرة أهمية كبرى وأخذت تتوسع على حساب حقول المحاصيل الأخرى حتى احتلت تدريجيا الصدارة فى النظام الزراعي المختلط ، ورغم الأهمية الاقتصادية لهذا النوع من الزراعة فإن المساحات التي يحتلها صغيرة لدرجة أنه من الصعوبة بيانها على الخرائط التي توضح أنواع الزراعة الحديثة ، وتختلف منتجات الزراعة التسويقية من منطقة لأخرى وتتضمن مثلا التفاح لانتاج شراب السايدر فى غرب (فرنسا) والبرقوق (الخوخ) والكمثرى والتبغ والكرز وأنواع من الخضروات والزهور لإنتاج الحبوب كما في بعض أجزاء الأراضي المنخفضة فحقول الزنابق المزهرة في بلجيكا وهولندا من المناظر الجميلة التي لا تنسى بدأت هذه المساحات الصغيرة ذات الزراعة الكثيفة لإنتاج الخضروات والفواكه في الظهورفي أواخر العصور الوسطى في وادى نهر البو في إيطاليا ومنطقة الفلاندرز وفى المناطق التي شهدت تطور المراكز الحضرية وبحلول القرن السابع عشر ظهر النمط الحديث لهذا النظام الزراعي فى هولنده بصورته الحالية في حين أن معظم المزارع التسويقية ظهرت مع الثورة الصناعية في إنجلترا ثم في باقي أوروبا مع انتشار آثار هذه الثورة إليها. وتسبب قبول هذا النوع من الزراعة كمجال للتخصص في إحداث تغييرات جذرية في أسلوب الزراعة في المناطق المعنية ، فقد تقلصت إعداد البهائم أو اختفت كلية من مثل هذه المزارع وأخذت المراعي والمروج والحبوب الصغيرة طريقها إلى الزوال ، وتحولت المزرعة نهائيا إلى حديقة أو بستان كبير.,255
paragraph_212.txt,"تقنيات الزراعة في السعودية، هي مفهوم يشير إلى الأدوات التقنية حيويًّا وتكنولوجيًّا في مجال الزراعة، وتُعرف في سياقات مُتعددة باسم ""تكنولوجيا الزراعة""، وهي علم من علوم الزراعة يتضمن استخدام الأدوات العلمية، مثل علم الهندسة الوراثية، وعلم تحليل العلامات الجزيئية، وعلم تشخيص الجزيئات، وعلم اللقاحات، وعلم زراعة الأنسجة، وتُبذل كل تلك العلوم في سبيل تحقيق مفهوم آخر وهو تعديل الكائنات الحية بما فيها النباتات والحيوانات، والكائنات الحيّة الدقيقة.

طُورت التقنيات الحيوية للمحصول الزراعي والتي تُعدُّ جانبًا أساسيًّا في علم ""تكنولوجيا الزراعة""، حتى تمكنت في أواخر القرن العشرين من الوصول إلى نتيجة تصدير السّمة المرغوبة زراعيًّا، حيث يتم تحويل نوع معيّن من المحاصيل إلى نوع آخر تمامًا، بحيث يتم تقديم محاصيل مُعدّلة وراثيًّا ذات خصائص مرغوبة من حيث النكهة، ولون الأزهار، ومعدّل النمو، والكم الناتج عن المنتجات المَحصودة، إضافة إلى ميزة مقاومة الأمراض والآفات الزراعية.",133
paragraph_213.txt,"أنواع التقنيات الزراعية
يُعدُّ استخدام التقنيات الزراعية الحديثة جزءًا أساسيًّا من خطة تطوير القطاع الزراعي في السعودية تحت مظلة ورؤية السعودية 2030، وتتنوع معظم تلك الأساليب ما بين اعتمادها على الثروة الحيوانية أو الصخرية.

وقد تصدرت خطة تطوير القطاع الزراعي نظام الهيدربونيك؛ إحدى التقنيات الزراعية الأكثر استخدامًا في الزراعة، حيث تمثّل نظامًا زراعيًّا يعتمد على زراعة النباتات دون تربة أو باستخدام وسيط، مثل الصوف الصخري، حيث يشترط توافر عدة اشتراطات أهمها:

 تحكم آلي بالتبريد والتدفئة والتهوية. 
 وحدات آلية للري والتسميد.
 نظام تعقيم للمياه المراجعة والمُعاد استخدامها.
نظام تحكم آلي لجميع الأنظمة داخل البيت المحمي.
ثم يتبعهُ نظام الزراعة العمودية، بأحد الأنظمة المكثفة للاستفادة من وحدة المساحة، حيث تستخدم مواسير بلاستيكية أو طاولات متعددة الطوابق لزيادة الإنتاج لوحدة المساحة",118
paragraph_214.txt,"الزراعة العفير، وفيها تستخدم آلة التسطير عند زراعة الحبوب بطريقة الزراعة العفير، حيث تساعد هذه الطريقة على انتظام توزيع حبوب وثبات الزراعة للحصول على نباتات متجانسة، إذ تحرث الأرض مرتين متعامدتين حتى تُهيأ لنمو البذور بشكل جيد، وتُسهّل هذه الطريقة مقاومة الحشائش، وتوفّر كمية التقاوي ""البذور"" المستخدمة، كما تفضل الزراعة العفير بالتسطير في الأراضي المروية بالماء.

وهناك طريقة أخرى تُسمى ""زراعة العفير البدار""؛ تبذر فيها التقاوي يدويًّا بانتظام في الحقول الزراعية، ثم تغطى الحبوب حتى تنبت بشكل مرتفع، ويجب ألا يزيد عمق البذرة على 5 سم، بعد ذلك تُقسّم الأرض وتروى بالماء.

ومن الطرق الزراعية، الزراعة الحراتي: تُزرع الحبوب باستخدام طريقة الزراعة الحراتي في الأراضي الموبوءة بالحشائش، حيث تُروى الأرض أولًا قبل الزراعة بمدة كافية لإنبات الحشائش، بعد ذلك تحرث الأرض مرتين متعامدتين وتنثر البذور بعد الحرث مباشرة، ثم تحرث مرة أخرى متعامدة وتسوى لتسهيل عمليات الري.

والزراعة المطرية، عند زراعة الحبوب باستخدام طريقة الزراعة المطرية، يحتاج الهكتار إلى نحو 100 كلجم من البذور، وتحرث فيها الأرض مرتين متعامدتين، تكون المرة الأولى للحرث بعد انتهاء موسم الزراعة السابقة، والمرة الثانية خلال النصف الأول من شهر نوفمبر بهدف زيادة قدرة الأرض على الاحتفاظ بمياه الأمطار.",184
paragraph_215.txt,"الزراعة العمودية أو الرأسية في المملكة العربية السعودية، هي تقنية حديثة تسمح بزراعة محاصيل خالية من المُبيدات بالمناطق الحضرية، إذ تعتمد في عملية الإنتاج على بيئات داخلية محكمة الإغلاق، تحتوي على الأرفف عمودية وإضاءة صناعية، إلى جانب التحكم الكامل بالظروف البيئية.

 تبنت وزارة البيئة والمياه والزراعة الزراعة العمودية في السعودية، عن طريق المركز الوطني لأبحاث وتطوير الزراعة المستدامة، بهدف إنتاج الخضراوات والفواكه، تحديدًا في المناطق الجافة.",66
paragraph_216.txt,"تستغرق زراعة البن الشدوي نحو ثلاثة أعوام تبدأ في أواخر فصل الصيف ويكون قطافه مع بداية فصل الصيف في السنة الرابعة، ثم تفرز مكونات ثمره، وتنشر على أسطح المنازل لتجفيفه تحت أشعة الشمس لمدة ثلاثة أيام، ثم يُجمع ويبعد عن أشعة الشمس داخل المنزل لمدة يومين، وبعدها يعاد نشره فوق الأسطح مدة خمسة أيام حتى يتغير لون حبات البن من الأحمر إلى الأسود، ويخف وزنه لفقدانه الرطوبة والماء بعد عملية تجفيفه.

ويجرش البن على الرحى أو بحجارة مخصصة له، وبعدها تفصل القشرة عن الصرف ليتسنى بيعه،",86
paragraph_217.txt,"تعتبر التربة الطينية من أنواع التربة التي تتميز بخصائص فريدة تجعلها تختلف عن أنواع التربة الأخرى. تحتوي التربة الطينية على نسبة عالية من الجسيمات الدقيقة، مما يؤدي إلى قدرتها العالية على الاحتفاظ بالرطوبة، ولكن قد يؤدي ذلك أيضًا إلى مشاكل في تصريف الماء. من الجدير بالذكر أن التربة الطينية قد تكون غير مناسبة لزراعة بعض النباتات، بما في ذلك شجرة التين، إذا لم يتم تحسينها بشكل جيد.

عند زراعة التين في التربة الطينية، يكون من المهم أيضًا النظر في العناصر الغذائية الموجودة فيها. يتفاعل التين بشكل إيجابي مع العناصر الغذائية المطلوبة، مثل النيتروجين والفوسفور والبوتاسيوم. ومع ذلك، قد تؤدي مكونات التربة الطينية التي تتميز بكثافتها إلى هيكل غير ملائم لنمو الجذور، مما يعيق تطور الشجرة. لذلك، فإن تحسين خصائص التربة قبل الزراعة يعتبر خطوة مهمة.

يمكن فعل ذلك عن طريق إضافة مواد عضوية مثل السماد الطبيعي أو الكمبوست، مما يعمل على تحسين تصريف الماء والتهوية في التربة الطينية. من خلال توفير التحسينات، يمكن تعزيز النشاط الحيوي للتربة وزيادة الكفاءة في امتصاص العناصر الغذائية. إن الفهم الجيد للخصائص الفيزيائية والكيميائية للتربة الطينية يمكن أن يساعد المزارعين في اتخاذ قرارات أفضل فيما يتعلق بزراعة التين.",183
paragraph_218.txt,"مكافحة الآفات والأمراض
تعتبر زراعة التين في الأرض الطينية تحديًا يتطلب اهتمامًا خاصًا لمكافحة الآفات والأمراض التي قد تؤثر سلبًا على نمو الأشجار والإنتاجية. من أبرز الآفات الشائعة التي قد تصيب شجرة التين هي ديدان الحواف، والذبابة البيضاء، وعث العنكبوت. يمكن أن تؤدي هذه الآفات إلى تدهور الصحة العامة للأشجار، مما يستدعي اتخاذ إجراءات فعالة لمواجهتها.

أحد أساليب المكافحة الفعالة هو استخدام المبيدات الطبيعية، مثل زيت النيم والكتين، والتي تظهر فاعلية في تقليل انتشار الآفات دون التأثير السلبي على البيئة. من المهم أيضًا استخدام المبيدات النظامية لتوفير حماية مستدامة للشجرة. يُنصح بتوزيع هذه المبيدات بشكل منتظم وفقًا لتوجيهات المتخصصين، مع التأكد من مراعاة أوقات الذروة لظهور الآفات.

بالإضافة إلى ذلك، ينبغي على المزارعين التعرف على علامات الأمراض في أشجار التين مثل تغير اللون، والذبول، وانتشار البقع، مما يُعتبر مؤشرًا على وجود مشكلة. يُعتبر الاستجابة السريعة أمرًا ضروريًا، إذ يمكن للعلاج الفوري أن يمنع تفشي المرض، كما يساعد في إيجاد حلول فعالة لمواجهة التحديات. من الطرق الفعالة لمكافحة الأمراض هو استخدام الفطريات المفيدة وصناديق الفطريات، مما يسهم في تحسين التوازن البيئي في حقل الزراعة.",173
paragraph_219.txt,"وهناك فائدة كبيرة للزراعة المائية تتمثل في عدم الحاجة إلى التناوب في زراعة المحاصيل؛ حيث يمكننا زراعة نوع واحد فقط من النباتات لسنوات عديدة وبنفس الكفاءة الإنتاجية.

وهناك ميزة أخرى من المستحيل تحقيقها بالطرق التقليدية وهي التخلص من الإنتاج الفصلي أو الموسمي، فمثلا يمكننا قطف الفراولة أو الشمام في يناير/كانون الثاني بفصل الشتاء عندما تكون الثلوج في الخارج. ولعل واحدة من أهم ميزات هذه التقنية الزراعية هو -على عكس المتوقع- أنها تحتاج لكميات أقل من المياه التي تحتاجها الزراعة التقليدية التي تتم بالتربة، حيث تتم إعادة تدوير المياه في دورة مغلقة واستخدامها مرات عديدة من خلالها تكثيفها وإيصالها مرة أخرى للنباتات المزروعة.

ومؤخرا، تم تطوير هذا النوع من الزراعة عن طريق تقنية جديدة أطلق عليها العلماء اسم ""أكوابونيك"" (Aquaponics)؛ حيث تجمع هذه التقنية ما بين الزراعة المائية وتربية الأسماك في نفس الوقت باستخدام نفس الدورة المائية. وذلك كما ذكرت منصة ""تكنولوجي"" (technology) في تقرير لها مؤخرا.",146
paragraph_22.txt,"ماذا عن السنة الخامسة من الزراعة؟
تشمل عمليات السنة الخامسة مصروفات تصل لحوالي٢٠٠ جنيه عبارة عن مصاريف الرعاية المتكاملة لـلنخلة من رى وتسميد وتقليم ومقاومة آفات وأمراض وتلقيح وتكييس × 250 نخلة يساوى 50000 جنيه.مبيعات السنة الخامسةبيع 50 كيلو ثمار × متوسط 80 جنيه من المزرعة يساوى 4000جنيه دخل من بيع المحصول لكل نخلة × 250نخلة يساوى 1000000جنيه بواقع 200000جنيه للفدان الواحد+بيع 3 فسائل ×1500جنيه يساوى 4500جنيه × 250نخلة يساوى 1125000جنيه بواقع 225000جنيه للفدان.إذا ما هي الارباح المتوقعة للسنة الخامسة؟أرباح المزرعة عن السنة الخامسة = إجمالى المبيعات – إجمالى المصروفاتيساوى 2125000 – 50000 = 2075000 جنيهفقط اثنان مليون وخمسة وسبعون ألف جنيه أرباح للمزرعة 5 فدان.",106
paragraph_220.txt,"هل الزراعة المائية أكثر استدامة من الزراعة التقليدية؟
إذا نظرنا إلى الزراعة المائية فقط من وجهة نظر بيئية، يمكننا أن نرى أن تأثير هذه الطريقة على البيئة ليس واضحا تماما، فمن ناحية أولى فإن هذه الطريقة في الزراعة تستخدم كميات أقل من المياه، ولا تسبب تآكل التربة أو استهلاكها، كما تقلل هذه التقنية من استخدام الوقود الأحفوري بسبب عدم استخدام آلات زراعية في الحراثة والبذار والنقل، ونادرا ما يتم استخدام المبيدات الحشرية لمكافحة الأعشاب الضارة، وهذه كلها أمور تؤثر بشكل إيجابي على البيئة وصحة الإنسان.

ومن ناحية أخرى، يتم استخدام الكهرباء للإنارة في الزراعة المائية، وتوليد هذه الطاقة له آثار ضارة على البيئة كما هو معروف، وهناك مشكلة أخرى تتعلق بالتلوث بسبب التخلص من نفايات المغذيات السائلة في البيئة المحيطة بهذه المزارع، وهو ما قد يؤثر سلبا على مياه الشرب. ومع ذلك، من الممكن السيطرة على هذه الآثار الضارة من خلال إعادة استخدام محلول النفايات المائية الغني بالمغذيات لزراعة النباتات في البيوت البلاستيكية، وهي إحدى الطرق الزراعية الشائعة بسبب مردودها المادي المرتفع",162
paragraph_221.txt,"هل الزراعة المائية هي مستقبلنا؟
الزراعة المائية هي تكنولوجيا جديدة يمكن أن تساعد البشرية على محاربة الجوع، وتوفير كميات أكبر من الغذاء؛ حيث يمكننا الآن شراء أجهزة الزراعة المائية لاستخدامها في منازلنا، فلم يعد هناك حاجة لشراء الأراضي الزراعية باهضة الثمن، أو استهلاك كميات كبيرة من المياه كما هو الحال في الزراعة المروية، أو انتظار هطول الأمطار كما هو الحال لدى أغلب المزارعين في العالم الذين يعتمدون على مياه الأمطار لإنتاج محاصيلهم.

نستطيع الآن أن نزرع كميات أكبر بكثير من المحاصيل في بيوتنا عن طريق هذه التكنولوجيا المتقدمة في الزراعة دون الحاجة إلى التربة أو الأمطار أو أشعة الشمس، كما بإمكاننا اختيار الأصناف التي نريد إنتاجها بغض النظر عن دورة المواسم. ومع تقدم التكنولوجيا، يمكن أن تكون الزراعة المائية واحدة من أكثر الطرق كفاءة واستدامة لزراعة الفواكه والخضروات في المستقبل.",130
paragraph_222.txt,"يمكننا القيام بالحراثة مرتين في السنة، الأولى حراثة عميقة، أي من 20 – 25 سم، وذلك في بداية الخريف، بعد التسميد بالسماد البلدي، بهدف تحضير التربة لاستيعاب أكبر كمية ممكنة من مياه الأمطار.

أما الحراثة الثانية فتكون سطحية في الربيع، بهدف القضاء على الأعشاب والاحتفاظ برطوبة التربة.  ولا مانع من الحراثة بواسطة التراكتور، في حالة الأراضي المستوية أو باستخدام الحيوانات في الأراضي الجبلية المنحدرة.  ومن المفيد التنويه إلى أن حراثة حقل الزيتون في الخريف حراثة عميقة تقلل من الأثر السلبي للجفاف على الزيتون، حيث تعمل تلك الحراثة على فتح التربة واستيعاب مياه الأمطار والاحتفاظ بكمية كبيرة من الماء داخل التربة.

وبالرغم من أن حراثة الأرض تهدف إلى مكافحة الأعشاب الضارة وتغيير العمليات الهوائية واللاهوائية داخلها، فضلا عن تأثيرها المباشر في مكافحة العديد من آفات التربة، بسبب تعريض الأخيرة لأشعة الشمس، أو للعدو الطبيعي وبالتالي القضاء عليها؛ إلا أن الحراثة، تعمل، من ناحية أخرى، على إضعاف النشاط البيولوجي داخل التربة، وذلك من خلال تحطيم بعض المكونات البيولوجية والأحياء الدقيقة المفيدة والمخصبة للتربة.  لهذا، يجب التقليل، قدر الإمكان، من ممارسة الحراثة.",169
paragraph_223.txt,"التغير المناخي
يُعتبر التغير المناخي والزراعة عمليتين مترابطتين، ويحدث كلاهما على الصعيد العالمي. من المتوقع أن يكون للاحتباس الحراري آثار كبيرة على الظروف التي تمس الزراعة، ومن ضمنها درجة الحرارة والهطول والانجراف الجليدي. تحدد تلك الظروف القدرة الاستيعابية للمحيط الحيوي على إنتاج الغذاء الكافي للتعداد البشري والحيوانات الأليفة. وقد يكون لنسب ثنائي أكسيد الكربون المرتفعة آثار ضارة ونافعة على المحاصيل الزراعية. وقد يساعد تقييم آثار التغيرات المناخية في تنبؤ الزراعة والتكيف معها بطريقة ملائمة لتحقيق أكبر قدر ممكن من الإنتاج الزراعي. رغم أن تأثير التغير المناخي على الإنتاج الزراعي غير مؤكد فإنه من المحتمل أن يحول مناطق الزرع الملائمة إلى محاصيل معينة. سيشمل التكيف مع التحول الجغرافي تكاليف اقتصادية باهظة وآثار اجتماعية ملحوظة.",113
paragraph_224.txt,في نفس الوقت، تبين أن الزراعة تسفر عن آثار ملموسة في التغير المناخي، وبصفة رئيسية عبر إنتاج الغازات الدفيئة وانبعاثها كثاني أكسيد الكربون والميثان وأكسيد النيتروس. بالإضافة لذلك، تؤدي الزراعة التي تمارس الحراثة والتسميد واستخدام مبيدات الآفات إلى انبعاث الأمونيا والنترات والفسفور، فضلًا عن العديد من المبيدات الحشرية التي تؤثر على الهواء والماء وجودة التربة والتنوع الحيوي. تغير الزراعة أيضًا الغطاء الأرضي لليابسة، والذي يمكن أن يغير قدرته على امتصاص الحرارة والضوء أو عكسهما، وبالتالي فإنه يساهم في التأثير الإشعاعي. يُعتبر تغير استخدام الأرض كاجتثاث الأشجار والتصحر إضافةً للوقود الأحفوري مصادر بشرية المنشأ لثاني أكسيد الكربون⸵ إذ أن الزراعة بحد ذاتها مساهم رئيسي في زيادة تركيز الميثان وأكسيد النيتروس في الغلاف الجوي.,112
paragraph_225.txt,"اجتثاث الأشجار هو إزالة غابات الأرض على نطاق واسع في العالم، ما يؤدي إلى أضرار تلحق بالأرض. تُعتبر إزالة الأراضي من أجل المراعي أو المحاصيل أحد أسباب اجتثاث الاشجار. وفقًا لاختصاصي البيئة البريطاني نورمان مايرز، فإن نسبة 5% من عمليات اجتثاث الأشجار تُعزى لتربية المواشي، و19% لقطع الأشجار الكثيف، و22% لقطاع مزارع زيت النخيل، و54% للزراعة القائمة على القطع والحرق.

يؤدي اجتثاث الأشجار إلى فقدان هائل لملايين الفصائل، ويُعتبر حافزًا للتغير المناخي. تعمل الأشجار كمصارف للكربون، إذ تمتص ثنائي أكسيد الكربون وأي من الغازات الدفيئة غير المرغوب بها من الغلاف الجوي. تؤدي إزالة الأشجار إلى إطلاق ثاني أكسيد الكربون إلى الغلاف الجوي تاركةً وراءها عددًا أقل من الأشجار لامتصاص المقدار المتزايد من ثنائي أكسيد الكربون في الهواء. وبهذه الطريقة، يفاقم اجتثاث الأشجار حدة التغير المناخي. عندما تُزال الأشجار من الغابات، يغلب أن تجف الأتربة بسبب عدم توافر الظل، وعدم وجود أشجار كافية للمساعدة في دورة الماء عبر إعادة بخار الماء إلى البيئة. دون الأشجار، من المحتمل أن تتحول المناظر الطبيعية التي كانت غابات ذات يوم إلى صحارٍ قاحلة. وتسفر إزالة الأشجار عن تقلبات شديدة في درجات الحرارة",177
paragraph_226.txt,"تلعب الزراعة الحضرية دورا مهما في تحقيق بيئة حضرية ملائمة ومستدامة فضلاً عن اهميتها الاقتصادية لاسيما مساهمتها في تحقيق جزء من الأمن الغذائي لسكان المدن ، وتعني الزراعة الحضرية استثمار المساحات المفتوحة في داخل البيوت وخارجها كسطوح البيوت والفضاءات المفتوحة في المدارس والمستشفيات وجوانب الطرق وفي واجهات المباني لزراعة بعض الاشجار والمحاصيل الغذائية التي تسد جزء او كل احتياجات العوائل من الاغذية وفي بعض الاحيان تعد من الممارسات الترفيهية للسكان.

تصنف الزراعة الحضرية حسب اساليب الزراعة المعتمدة الى الزراعة باستخدام التربة او الزراعة بدون استخدام التربة باستخدام البتموس او نشارة الخشب او القش او الرمل او الزراعة الهوائية عن طريق استخدام الرذاذ او الضباب وغيرها من الاساليب التي يمكن للنبات ان ينمو فيها ، وفي بعض الاحيان يستغل الاشخاص الساكنين في الشقق بدون حدائق واجهات سكنهم الزراعة بعض المحاصيل او الاشجار لتعطي جمالية للمكان وتعمل على تلطيف الجو وقد توفر بعض ما يحتاجه السكان من المواد الغذائية ، فضلاً عن أن يكون التشجير لواجهات المباني جزءاً من التصميم المعماري وباتفاق الساكنين في المبنى تختلف الزراعة الحضرية عن الزراعة التقليدية كونها تستثمر المساحات الصغيرة وتعتمد على موارد بسيطة كالحاويات الصغيرة والقناني البلاستيكية الفارغة واكياس البلاستك ، وانها توفر امكانية حصول العوائل على منتجات زراعية طازجة ونظيفة وخالية من تأثير الملوثات البيئية التي يمكن ان تتواجد في الانتاج الزراعي الريفي والمصادر الأخرى المجهزة للمدن بالمنتجات الزراعية.

ـ يمكن للزراعة الحضرية ان تحقق المنافع الاتية:

ـ المنافع الاقتصادية : اذ يمكنها ان توفر الغذاء الطازج للسكان وتقلل من تكاليف المعيشة فضلاً عن انها تقلل من التأثيرات البيئية من خلال استغلال المخلفات الزراعية وتحويلها الى مادة عضوية تستخدم في الزراعة الحضرية بدلا من رميها في مناطق الطمر اذ تقدر بعض الدراسات ان من شانها ان تقلل المخلفات بنسبة لا تقل عن 40% ، كما وانها ستقلل من تكاليف نقل الانتاج الزراعي القادم من الارياف الى المدن ، وتوفر بيئة ملائمة في داخل البيوت لا سيما عندما تستغل اسطح المباني تسبب بتقليل تأثير اشعة الشمس والتقليل من كلف التكييف.

ـ المنافع البيئية : تلطيف الجو عن طريق خفض درجات الحرارة في البيئة الاصغرية لاسيما وان الجزر الحرارية في المدن تعمل على رفع درجة الحرارة الى 5 درجات مقارنة مع المناطق التي حولها بسبب امتصاص اشعة الشمس وتحويلها الى حرار في الشوارع والفضاءات المفتوحة في المدن ، كما وانها تقلل من انبعاثات ثاني اوكسيد الكاربون وتقلل من استخدام المبيدات الكيمياوية المؤثرة سلبا على البيئة.",378
paragraph_227.txt,الزراعة المستدامة بأنها نظام يضمن المحافظة على البيئة والمصادر الطبيعية ومنع تدهورها مع المحافظة على استدامة الإنتاج، بل وزيادته، وذلك عن طريق الاستفادة من تطور الوسائل التكنولوجية والصناعية واستخدامها لتحقيق احتياجات الإنسان الحالية وكذلك الأجيال القادمة من الغذاء والألياف. وفي الزراعة المستدامة يتم الحفاظ على التربة من خلال عدم حرثها، ويزداد الاعتراف بالأثر السلبي الذي يمكن لحراثة التربة أن تحدثه على العمليات البيولوجية للتربة وبالتالي على الإنتاج الزراعي.,68
paragraph_228.txt,This is file paragraph_228.txt,4
paragraph_229.txt,"الأرض المناسبة لزراعة القشطة

لا تتحمل أشجار القشطة سوء التهوية وارتفاع الرطوبة في التربة (الأراضي الغدقة) إلا أنها تنجح في مجال كبير من أنواع التربة من الرملية لكنها تجود في الأراضي الصفراء جيدة الصرف وتتحمل الزراعة في الأراضي التي ترتفع بها نسبة الجير",43
paragraph_23.txt,"ماذا عن السنة السادسة من الزراعة؟
مصروفات:250جنيه مصاريف الرعاية المتكاملة لـلنخلة من رى وتسميد ومقاومة حشائش وآفات وأمراض وتلقيح وعمليات تقليم × 250 نخلة يساوى 62500 جنيه.مبيعات السنة السادسة:بيع 75 كيلو ثمار × متوسط 80 جنيه من المزرعة يساوى 6000جنيه دخل من بيع المحصول لكل نخلة × 250نخلة = 1500000جنيه بواقع 300000جنيه للفدان الواحد+بيع 5 فسائل ×1500جنيه يساوى 7500جنيه × 250نخلة يساوى 1875000جنيه بواقع 375000 جنيه للفدان.إجمالى المبيعات تساوى 33750000 جنيه.أرباح المزرعة عن السنة السادسة = إجمالى المبيعات – إجمالى المصروفات= 3375000 – 50000 = 3370000 جنيهفقط ثلاثة مليون وثلاثمائة وسبعون ألف جنيه.",93
paragraph_230.txt,"تزرع أشجار الفاكهة حسب مسافات محددة لأماكن الغرس، إذ تُزرع بمسافات متباعدة في المناطق التي يكون فصل الصيف بها معتدلًا حتى تأخذ الثمار حاجتها من الحرارة والضوء، وتقلل المسافة بين أشجار الفاكهة في المناطق التي تكون أشعة شمسها حارقة ورياحها حارة، بهدف الحد من تأثير أشعة الشمس والرياح.

وتبدأ زراعة شتلات العنب في السعودية نهاية شهر يناير وتنتهي بنهاية شهر فبراير، حيث تحفر الجورة (الحفرة) تسهيلًا لعملية الزراعة باتساع 40*40 سم، وعلى أبعاد تتوافق مع طريقة تربية أشجار العنب، ثم يضاف إليها الدبال (مادة عضوية) بكمية نحو 5 كجم/حفرة ويُخلط مع تراب الحفرة وبعد ذلك تُغرس الشتلة، كما توضع سنادة خشبية بطول يصل إلى نحو 25 سم بجانب شتلات العنب لتربيتها.",111
paragraph_231.txt,"ويمكن زراعة بعض أنواع العنب التي تتأخر في ظهور الأوراق خاصة في المناطق الباردة في شهر مارس، وتروى أشجارها حسب حاجة التربة من غير زيادة، كما تظهر خلال هذا الشهر عناقيد زهرية لأشجار العنب مبكرة النضج، وفي شهر يوليو يُقلل من ري الأشجار عندما تبدأ الثمار في طور النضج حتى الانتهاء من جمع المحصول، بينما يجمع في شهر أكتوبر المتأخر في النضج.

ويستمر المزارع في إجراء عملية التقليم لأشجار العنب، لغرض تهيئتها للإثمار وإطالة عمرها، وعند الانتهاء من عملية التقليم تُضاف الأسمدة المعدنية والعضوية مباشرة للأشجار، وعندما تبلغ الأشجار عمر ثلاث سنوات وأكثر فتُسمد بنحو ربع كجم سماد مركب ""npk"" في شهر فبراير.",103
paragraph_232.txt,"تزرع بذور بعض أصناف الفاكهة في المشاتل بدءًا من شهر يناير، كالمشمش والخوخ واللوز، لإنتاج شتلات التطعيم عليها، كما تُنقل شتلات الفاكهة متساقطة الأوراق في هذا الشهر باعتباره شهرًا مناسبًا لفعل ذلك، إذ يمكن نقل شتلات الفاكهة دائمة الخضرة وزراعتها في محلها الدائم.

وتعمل مشاتل الفاكهة على زراعة البذور، وتربية النباتات وتقليمها، والاهتمام بإزالة الحشائش، والعمل على الري والتسميد والتعشيب، وذلك حسب الأشهر المناسبة لكل صنف من الفاكهة.",68
paragraph_233.txt,يعتبر محصول الطماطم من اهم المحاصيل الخضر، ومحصول ذو اهمية القتصادية كبري علي مستوى جمهورية مصر العربية وايضا على مستوي العالم نظرا لكونة محصول صناعي وتصديري و غذائي لما تحتويه من أملاح وفيتامينات وأحماض عضوية ذات أهمية غذائية كبيرة.,39
paragraph_234.txt,الجو الدافئ هو الذي يحتاجه نبات الطماطم لإعطاء محصول جيد حيث أن البرودة تتسبب في قلة المحصول أما الصقيع لمدة 3-4 أيام يؤدى لموت النبات كذلك ارتفاع درجة الحرارة عن 36 درجة مئوية لمدة أكثر من أسبوع تسبب موت حبوب اللقاح مما يؤدى لتساقط الأزهار أما الرطوبة فتعمل على انتشار الأمراض الفطرية.,52
paragraph_235.txt,"مواعيد الزراعة
 1- عروة صيفية مبكرة: تزرع البذور في المشتل في نوفمبر وديسمبر ثم تشتل في المكان المستديم في يناير وفبراير
2- عروة صيفية متأخرة: تزرع البذور في المشتل في فبراير وتشتل في مارس وابريل
3- عروة نيلية: تزرع البذور في المشتل في مايو ويونيو وتشتل في يوليو وأغسطس
4- عروة شتوية: تزرع البذور في المشتل في يوليو وأغسطس وتشتل في سبتمبر وأكتوبر",63
